kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smells_count;smells
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarioPorTurma;0,0;0,0;0,666666666667;12,0;4,0;8,0;2,0;14,0;8,0;2,0;3;MessageChain,FeatureEnvy,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarioPorTurmaFiltrarPorDiaDaSemana;0,0;0,0;0,666666666667;12,0;4,0;9,0;2,0;14,0;9,0;3,0;6;MessageChain,FeatureEnvy,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarioPorTurmaFiltrarPorPeriodo;0,0;0,0;0,666666666667;12,0;4,0;10,0;2,0;14,0;10,0;4,0;10;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarQuantidadeDiariosPorTurma;0,0;0,0;0,666666666667;12,0;4,0;7,0;2,0;13,0;7,0;1,0;13;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiariosPorData;0,0;0,0;1,0;3,0;2,0;5,0;1,0;7,0;4,0;2,0;14;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.carregarPorId;0,0;0,0;1,0;1,0;2,0;4,0;1,0;6,0;3,0;1,0;15;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarioPorDataHora;0,0;0,0;0,6;5,0;2,0;6,0;1,0;6,0;3,0;1,0;16;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.excluirDiariosAlteradosOuRemovidosDaTurma;0,0;0,0;1,0;2,0;2,0;2,0;1,0;7,0;5,0;2,0;16;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.excluirCancelamentoDiario;0,0;0,0;1,0;2,0;2,0;2,0;1,0;7,0;4,0;1,0;16;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateDiarioClasseDao.consultarDiarios;0,0;0,0;1,0;2,0;1,0;6,0;0,0;4,0;3,0;3,0;17;MessageChain,FeatureEnvy,LongParameterList,DispersedCoupling
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarOrdenadoPorSequencial;0,0;0,0;0,8;5,0;2,0;5,0;1,0;7,0;2,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarMediaFinal;0,0;0,0;1,0;3,0;2,0;6,0;1,0;7,0;5,0;2,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateNotaDao.consultarMediaFinal;0,0;0,0;1,0;1,0;2,0;7,0;1,0;7,0;6,0;3,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao.consultar;0,0;0,0;0,333333333333;6,0;2,0;8,0;1,0;6,0;2,0;1,0;2;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateParametroLancamentoNotasDao.consultarMediaFinalPorAnoEPeriodo;0,0;0,0;0,8;5,0;2,0;8,0;1,0;6,0;6,0;1,0;3;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePlanoCursoDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePlanoCursoDao.consultarPlanoCursoPorTurma;0,0;0,0;1,0;2,0;2,0;4,0;1,0;6,0;2,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarTotalDeFaltas;0,0;0,0;1,0;3,0;2,0;6,0;1,0;6,0;4,0;2,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarTotalDeFaltas;0,0;0,0;1,0;2,0;2,0;5,0;1,0;6,0;3,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.atualizarPresencasPorPeriodoParaTipo;0,0;0,0;1,0;2,0;1,0;7,0;0,0;14,0;5,0;4,0;4;MessageChain,LongParameterList
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernatePresencaDao.consultarPresencasPorDiarioClasse;0,0;0,0;1,0;2,0;1,0;4,0;0,0;4,0;2,0;1,0;5;MessageChain,LongParameterList
public method;br.ufal.academico.dao.hibernate.diarioclasse.HibernateTarefasDiarioDao;br.ufal.academico.dao.hibernate.diarioclasse.HibernateTarefasDiarioDao.consultarTarefasPorPlano;0,0;0,0;1,0;2,0;2,0;5,0;1,0;8,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateAreaConhecimentoDao;br.ufal.academico.dao.hibernate.ensino.HibernateAreaConhecimentoDao.listarAreasConhecimentoBase;0,0;0,0;1,0;1,0;2,0;5,0;1,0;6,0;2,0;0,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCampus;0,0;0,0;1,0;1,0;2,0;12,0;1,0;7,0;3,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCampus;0,0;0,0;1,0;1,0;2,0;13,0;1,0;7,0;4,0;2,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUsuario;0,0;0,0;1,0;2,0;2,0;6,0;1,0;10,0;7,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorCoordenador;0,0;0,0;1,0;3,0;2,0;6,0;1,0;7,0;4,0;2,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarSemestraisDeGraduacao;0,0;0,0;1,0;1,0;1,0;2,0;0,0;26,0;6,0;0,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarSemestraisDeGraduacaoIsoladas;0,0;0,0;1,0;1,0;1,0;2,0;0,0;21,0;5,0;0,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorGrupo;0,0;0,0;1,0;2,0;1,0;2,0;0,0;22,0;6,0;1,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUnidade;0,0;0,0;1,0;2,0;1,0;7,0;0,0;4,0;3,0;1,0;5;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorUnidades;0,0;0,0;1,0;2,0;2,0;7,0;1,0;8,0;5,0;1,0;6;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorParametrosConsulta;0,0;0,0;0,363636363636;11,0;16,0;4,0;1,0;36,0;3,0;1,0;9;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.excluirCurso;0,0;0,0;1,0;2,0;1,0;2,0;0,0;4,0;3,0;1,0;9;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.carregarCurso;0,0;0,0;1,0;1,0;2,0;15,0;1,0;5,0;3,0;1,0;10;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarPorGrupoAvaliacaoEnade;0,0;0,0;1,0;2,0;1,0;2,0;0,0;7,0;3,0;1,0;10;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarCursosPorIds;0,0;0,0;0,0;0,0;2,0;3,0;1,0;11,0;5,0;1,0;10;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateCursoDao.listarCursosAtivos;0,0;0,0;0,0;0,0;1,0;4,0;0,0;5,0;2,0;0,0;11;MessageChain,FeatureEnvy,LongMethod
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarComCoRequisitos;0,0;0,0;1,0;1,0;2,0;5,0;1,0;10,0;6,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEletivas;0,0;0,0;1,0;2,0;1,0;4,0;0,0;10,0;5,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEstagios;0,0;0,0;1,0;2,0;1,0;4,0;0,0;10,0;5,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEquivalentesDoCurriculo;0,0;0,0;1,0;1,0;1,0;3,0;0,0;12,0;5,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEletivasDoCurriculo;0,0;0,0;1,0;1,0;1,0;3,0;0,0;12,0;5,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigadoriasDoCurriculo;0,0;0,0;1,0;1,0;1,0;3,0;0,0;13,0;7,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDisciplinasCHFixaDoCurriculo;0,0;0,0;1,0;1,0;1,0;3,0;0,0;13,0;6,0;1,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarEquivalentes;0,0;0,0;0,75;4,0;1,0;4,0;0,0;10,0;5,0;2,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatoriasDePeriodosAnteriores;1,0;1,0;0,666666666667;3,0;1,0;4,0;0,0;11,0;6,0;1,0;5;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatoriasNaoPagas;0,0;0,0;1,0;1,0;1,0;1,0;0,0;5,0;3,0;2,0;5;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDisciplinasASeremPagas;0,0;0,0;1,0;1,0;1,0;1,0;0,0;5,0;3,0;2,0;5;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatorias;1,0;1,0;1,0;2,0;1,0;4,0;0,0;10,0;7,0;1,0;6;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarPorPeriodoAtual;0,0;0,0;1,0;2,0;1,0;2,0;0,0;3,0;1,0;1,0;6;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDePeriodosAnteriores;0,0;0,0;0,666666666667;3,0;1,0;4,0;0,0;9,0;4,0;1,0;7;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listar;1,0;1,0;1,0;2,0;2,0;3,0;1,0;6,0;3,0;1,0;7;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarTodasDisciplinas;1,0;1,0;1,0;3,0;2,0;3,0;1,0;6,0;3,0;1,0;7;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDisciplinasPorAtividadeEVersaoDoCurso;0,0;0,0;0,75;4,0;3,0;3,0;1,0;18,0;8,0;2,0;8;MessageChain,FeatureEnvy
private method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarTodasDisciplinasPorIdAtividade;1,0;2,0;0,0;0,0;1,0;2,0;0,0;7,0;4,0;1,0;8;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarTodasDisciplinasSemelhantes;1,0;1,0;1,0;3,0;2,0;3,0;1,0;6,0;3,0;1,0;8;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarAsQueEquivalem;1,0;1,0;1,0;2,0;5,0;3,0;3,0;17,0;7,0;1,0;8;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarMatriculadasNaoCumpridas;0,0;0,0;1,0;3,0;4,0;2,0;3,0;13,0;7,0;2,0;8;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarCumpridas;0,0;0,0;0,5;2,0;1,0;1,0;0,0;6,0;3,0;1,0;8;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.eletivasObrigatoriasAnteriores;0,0;0,0;0,666666666667;3,0;1,0;4,0;0,0;11,0;5,0;1,0;9;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigadoriasDoCurriculo;0,0;0,0;1,0;1,0;1,0;3,0;0,0;11,0;8,0;2,0;9;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarObrigatoriasPorPeriodo;1,0;2,0;1,0;2,0;1,0;4,0;0,0;11,0;8,0;2,0;10;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.getMaiorPeriodoVersao;0,0;0,0;1,0;2,0;1,0;4,0;0,0;8,0;5,0;1,0;11;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarPorPeriodoSeguinte;0,0;0,0;1,0;2,0;1,0;1,0;0,0;3,0;1,0;1,0;11;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDeTodosPeriodos;0,0;0,0;1,0;2,0;1,0;4,0;0,0;10,0;7,0;1,0;12;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.consultarDisciplinasCurriculo;0,0;0,0;1,0;2,0;2,0;6,0;1,0;7,0;4,0;1,0;13;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.consultarDisciplinasCurriculoSemSuperiores;0,0;0,0;1,0;2,0;2,0;6,0;1,0;7,0;4,0;1,0;14;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao;br.ufal.academico.dao.hibernate.ensino.HibernateDisciplinaCurricularDao.listarDisciplinasCurso;0,0;0,0;1,0;3,0;2,0;2,0;1,0;11,0;6,0;1,0;14;MessageChain,FeatureEnvy
public method;br.ufal.academico.dao.hibernate.ensino.HibernateModuloDisciplinaDao;br.ufal.academico.dao.hibernate.ensino.HibernateModuloDisciplinaDao.listarPorAtividadeCurricular;0,0;0,0;0,5;2,0;2,0;5,0;1,0;7,0;2,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao.consultarAtivosPorCurso;0,0;0,0;1,0;1,0;2,0;5,0;1,0;7,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao.consultarPorCodigo;0,0;0,0;1,0;1,0;2,0;2,0;1,0;10,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao;br.ufal.academico.dao.hibernate.ensino.HibernateVersaoCursoDao.consultarPorCurso;0,0;0,0;1,0;2,0;2,0;4,0;1,0;7,0;2,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao.listarPorCampus;0,0;0,0;1,0;1,0;2,0;7,0;1,0;7,0;3,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao;br.ufal.academico.dao.hibernate.espaco.HibernateEspacoFisicoDao.listarPorTipoEspacoCampus;0,0;0,0;1,0;1,0;2,0;8,0;1,0;7,0;4,0;2,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateCargo;br.ufal.academico.dao.hibernate.funcionario.HibernateCargo.consultarPorId;0,0;0,0;1,0;1,0;2,0;4,0;1,0;9,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao.consultarPorPessoa;0,0;0,0;1,0;1,0;2,0;6,0;1,0;6,0;3,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao.consultarPorProfessor;0,0;0,0;1,0;2,0;2,0;2,0;1,0;6,0;2,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao;br.ufal.academico.dao.hibernate.funcionario.HibernateContratoRHDao.consultarContratosPorPessoa;0,0;0,0;1,0;1,0;2,0;6,0;1,0;7,0;3,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.verificarExistencia;0,0;0,0;1,0;1,0;2,0;4,0;1,0;9,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarPorId;0,0;0,0;1,0;1,0;2,0;4,0;1,0;9,0;3,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.verificarFuncionarioAtivo;0,0;0,0;1,0;6,0;4,0;2,0;2,0;11,0;8,0;1,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarPorIdPessoa;0,0;0,0;1,0;1,0;2,0;4,0;1,0;9,0;3,0;1,0;3;MessageChain
private method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.adicionarFilhosALista;1,0;2,0;1,0;2,0;2,0;1,0;1,0;4,0;3,0;2,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario;br.ufal.academico.dao.hibernate.funcionario.HibernateFuncionario.consultarAtivosPorUnidadeOrganizacional;0,0;0,0;1,0;3,0;3,0;4,0;1,0;15,0;8,0;1,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorMatricula;0,0;0,0;1,0;1,0;4,0;4,0;1,0;12,0;4,0;1,0;1;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorMatriculaCursosPermitidos;0,0;0,0;1,0;1,0;3,0;9,0;1,0;11,0;6,0;2,0;2;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNomeCurso;0,0;0,0;0,0;0,0;2,0;4,0;1,0;9,0;5,0;2,0;3;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNomeCursosPermitidos;0,0;0,0;1,0;2,0;3,0;6,0;1,0;13,0;5,0;2,0;4;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorNome;0,0;0,0;0,0;0,0;2,0;6,0;1,0;7,0;3,0;1,0;5;MessageChain
public method;br.ufal.academico.dao.hibernate.HibernateAlunoDao;br.ufal.academico.dao.hibernate.HibernateAlunoDao.consultarPorUsuario;0,0;0,0;1,0;2,0;2,0;4,0;1,0;10,0;4,0;1,0;6;MessageChain
