kind;class;element;ChangingClasses;ChangingMethods;CouplingDispersion;CouplingIntensity;CyclomaticComplexity;MaxCallChain;MaxNesting;MethodLinesOfCode;NumberOfAccessedVariables;ParameterCount;smell;reason
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.salvar;0;0;0,441176471;34;14;3;2;49;26;0;IntensiveCoupling;CINT = 34.0, CDISP = 0.4411764705882353, CC > 1.0
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.consultar;0;0;0,222222222;9;1;1;0;12;12;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 8
public method;br.ufal.academico.web.session.oferta.CadastroCursoBean;br.ufal.academico.web.session.oferta.CadastroCursoBean.novoCurso;0;0;0,142857143;7;1;1;0;11;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 7
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarPeriodosCurso;0;0;0,8;5;4;4;2;7;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 5
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarPeriodosCurso;0;0;0,8;5;4;4;2;7;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.consultarOferta;1;6;0,6;10;4;2;1;12;8;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Oferta > 5
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.ordernarTurmasOfertaConsultada;1;1;0,75;4;2;2;1;10;5;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.novaTurma;0;0;0,555555556;9;1;2;0;19;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.TurmaProfessor > 4
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarCombos;1;2;0,333333333;24;5;2;2;21;15;0;FeatureEnvy;CALLS_TO_br.ufal.academico.service.SieService > 7
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarCombos;1;2;0,333333333;24;5;2;2;21;15;0;IntensiveCoupling;CINT = 24.0, CDISP = 0.3333333333333333, CC > 1.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.inserirTurma;0;0;0,4;30;5;4;1;24;15;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 20
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.inserirTurma;0;0;0,4;30;5;4;1;24;15;0;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.consultarParametroAcademicoCurso;1;2;0,363636364;11;6;2;2;20;10;2;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.sie.parametro.ParametroAcademicoCurso > 10
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.consultarParametroAcademicoCurso;1;2;0,363636364;11;6;2;2;20;10;2;IntensiveCoupling;CINT = 11.0, CDISP = 0.36363636363636365, CC > 1.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarHorario;0;0;0,3125;32;6;4;1;27;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 15
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarHorario;0;0;0,3125;32;6;4;1;27;14;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarHorario;0;0;0,6;15;3;4;1;12;9;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 5
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarHorario;0;0;0,6;15;3;4;1;12;9;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarDocenteTurma;0;0;0,545454545;11;2;3;1;13;9;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.TurmaProfessor > 6
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarDocenteModuloTurma;0;0;0,666666667;12;2;4;1;11;9;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.ModuloTurmaProfessor > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.adicionarDocenteModuloTurma;0;0;0,666666667;12;2;4;1;11;9;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarDocenteModuloTurma;0;0;0,8;10;2;4;1;9;9;0;MessageChain;MAX_CALL_CHAIN = 4.0
private method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.limparModuloTurmaProfessor;1;2;0,4;5;1;2;0;6;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.ModuloTurmaProfessor > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.removerModuloTurmaDocente;0;0;0,75;8;2;4;1;8;7;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.alterarTurma;0;0;0,25;12;2;2;1;13;7;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 9
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.carregarTurmaLiberacaoMatricula;0;0;0,5;10;2;2;1;13;9;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.liberarTurmaParaMatricula;0;0;0,571428571;7;2;2;1;8;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.retornarTurmaAjusteHorario;0;0;0,571428571;7;2;2;1;8;7;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getTurma;0;0;0,076923077;13;8;1;1;16;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 14
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorarioAula;1;2;0,1;10;1;1;1;7;1;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 15
public method;br.ufal.academico.web.session.oferta.CadastroOfertaBean;br.ufal.academico.web.session.oferta.CadastroOfertaBean.getHorarioEspaco;0;0;0,5;4;1;2;1;4;1;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAulaEspaco > 4
public method;br.ufal.academico.web.session.oferta.ChoqueGradeBean;br.ufal.academico.web.session.oferta.ChoqueGradeBean.listarTurmasOferta;0;0;0,363636364;22;5;4;2;29;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.AtividadeCurricular > 6
public method;br.ufal.academico.web.session.oferta.ChoqueGradeBean;br.ufal.academico.web.session.oferta.ChoqueGradeBean.listarTurmasOferta;0;0;0,363636364;22;5;4;2;29;14;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.ChoqueGradeBean;br.ufal.academico.web.session.oferta.ChoqueGradeBean.listarTurmasOferta;0;0;0,363636364;22;5;4;2;29;14;0;IntensiveCoupling;CINT = 22.0, CDISP = 0.36363636363636365, CC > 1.0
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.listarOfertasPorCurso;0;0;0,75;4;3;3;2;13;7;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Oferta > 4
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.listarOfertasPorCurso;0;0;0,833333333;6;3;3;2;14;9;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Oferta > 4
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.listarOfertasPorCursosSuperiores;0;0;0,833333333;6;3;3;2;16;9;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Oferta > 4
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.selecionarOferta;0;0;0,75;4;2;2;1;10;6;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.Turma > 4
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.consultarTurma;0;0;0,777777778;9;2;3;1;10;8;1;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.oferta.HorarioAula > 4
public method;br.ufal.academico.web.session.oferta.ConsultaOfertaBean;br.ufal.academico.web.session.oferta.ConsultaOfertaBean.consultarAlunos;0;0;1;5;1;4;0;8;6;1;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.oferta.CurriculoBean;br.ufal.academico.web.session.oferta.CurriculoBean.carregarDisciplinaCurricular;0;0;0,4;5;2;2;1;6;5;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.DisciplinaCurricular > 5
public method;br.ufal.academico.web.session.oferta.CurriculoBean;br.ufal.academico.web.session.oferta.CurriculoBean.carregarCurriculo;0;0;0,538461538;13;3;3;2;17;14;0;FeatureEnvy;CALLS_TO_br.ufal.academico.service.DisciplinaCurricularService > 5
public method;br.ufal.academico.web.session.oferta.CurriculoBean;br.ufal.academico.web.session.oferta.CurriculoBean.carregarCurriculo;0;0;0,538461538;13;3;3;2;17;14;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.oferta.CurriculoBean;br.ufal.academico.web.session.oferta.CurriculoBean.carregarCurriculoAluno;0;0;0,571428571;14;3;3;1;15;15;0;FeatureEnvy;CALLS_TO_br.ufal.academico.service.DisciplinaCurricularService > 5
public method;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean.listarPeriodos;0;0;0,666666667;6;6;4;2;9;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 5
public method;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean.listarPeriodos;0;0;0,666666667;6;6;4;2;9;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean;br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean.listarPeriodosSemCurso;0;0;1;1;3;2;1;10;2;0;FeatureEnvy;CALLS_TO_br.ufal.academico.service.TipoPeriodoService > 6
public method;br.ufal.academico.web.session.relatorios.AbstractReportBean;br.ufal.academico.web.session.relatorios.AbstractReportBean.gerarRelatorioXls;0;0;0,333333333;3;5;3;1;47;17;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.relatorios.AbstractReportBean;br.ufal.academico.web.session.relatorios.AbstractReportBean.gerarRelatorioXlsPuro;0;0;0,333333333;3;5;3;1;49;17;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.consultarAlunos;0;0;0,6;10;9;4;4;15;11;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 4
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.consultarAlunos;0;0;0,6;10;9;4;4;15;11;0;MessageChain;MAX_CALL_CHAIN = 4.0
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.consultarAlunos;0;0;0,6;10;9;4;4;15;11;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.gerarRelatorio;0;0;0,565217391;23;36;16;5;110;26;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.matricula.MatriculaInstitucional > 9
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.gerarRelatorio;0;0;0,565217391;23;36;16;5;110;26;0;LongMethod;MLOC > 4.811927772126122
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.gerarRelatorio;0;0;0,565217391;23;36;16;5;110;26;0;MessageChain;MAX_CALL_CHAIN = 16.0
public method;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean;br.ufal.academico.web.session.relatorios.AbstractSISUABReportBean.gerarRelatorio;0;0;0,565217391;23;36;16;5;110;26;0;DispersedCoupling;CINT > 8.0, CDISP > 0.5, CC > 1.0
public method;br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean;br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean.listarPeriodos;0;0;0,666666667;6;6;4;2;9;3;0;FeatureEnvy;CALLS_TO_br.ufal.academico.dominio.ensino.Curso > 5
public method;br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean;br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean.listarPeriodos;0;0;0,666666667;6;6;4;2;9;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosAtivoPorEtniaPingifesReportBean;br.ufal.academico.web.session.relatorios.AlunosAtivoPorEtniaPingifesReportBean.getParams;0;0;0,571428571;7;1;3;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosPingifesBean;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosPingifesBean.getParams;0;0;0,666666667;3;1;4;0;8;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosTodosCursosPingifesBean;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosTodosCursosPingifesBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosTodosCursosPingifesBean;br.ufal.academico.web.session.relatorios.AlunosIntegralizadosTodosCursosPingifesBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodo;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodo.getParams;0;0;0,5;8;1;4;0;12;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 5
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodo;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodo.getParams;0;0;0,5;8;1;4;0;12;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodoTodosCursos;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodoTodosCursos.getParams;0;0;0,5;8;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 5
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodoTodosCursos;br.ufal.academico.web.session.relatorios.AlunosMatriculadosEvadidosMesmoPeriodoTodosCursos.getParams;0;0;0,5;8;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualDiretorReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualDiretorReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualDiretorReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualDiretorReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoAtualReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoDiretorReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoDiretorReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractUnidadeCursoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoDiretorReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoDiretorReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPeriodoReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPorAnoPingifesTodosCursosReportBean;br.ufal.academico.web.session.relatorios.AlunosMatriculadosPorAnoPingifesTodosCursosReportBean.getParams;0;0;0,666666667;3;1;4;0;8;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMobilidadePingifesReportBean;br.ufal.academico.web.session.relatorios.AlunosMobilidadePingifesReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
protected method;br.ufal.academico.web.session.relatorios.AlunosMobilidadePingifesReportBean;br.ufal.academico.web.session.relatorios.AlunosMobilidadePingifesReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosMobilidadeTodosCursosPingifesReportBean;br.ufal.academico.web.session.relatorios.AlunosMobilidadeTodosCursosPingifesReportBean.getParams;0;0;0,666666667;3;1;4;0;8;3;0;MessageChain;MAX_CALL_CHAIN = 4.0
protected method;br.ufal.academico.web.session.relatorios.AlunosSituacaoReportBean;br.ufal.academico.web.session.relatorios.AlunosSituacaoReportBean.getParams;0;0;0,571428571;7;1;4;0;11;4;0;FeatureEnvy;CALLS_TO_br.ufal.academico.web.session.relatorios.AbstractCursoPeriodoReportBean > 4
